Symbol,Name,Country,IPO Year,Volume,Sector,Industry
ELY,Callaway Golf Company Common Stock,United States,1992,1485725,Consumer Non-Durables,Recreational Products/Toys
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,United States,,27345,,
EME,EMCOR Group Inc. Common Stock,United States,,37294,Capital Goods,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,United States,1987,5166,,
EMN,Eastman Chemical Company Common Stock,United States,,533117,Basic Industries,Major Chemicals
EMPW,Empower Ltd. Class A Ordinary Shares,United States,2020,12299,Finance,Business Services
EMR,Emerson Electric Company Common Stock,United States,,644944,Capital Goods,Industrial Machinery/Components
ENFA,890 5th Avenue Partners Inc. Class A Common Stock,United States,2021,250670,,
ENPH,Enphase Energy Inc. Common Stock,United States,2012,1810052,Capital Goods,Electrical Products
ENR,Energizer Holdings Inc. Common Stock,United States,2015,70691,Basic Industries,Metal Fabrications
ENS,EnerSys Common Stock,United States,2004,39015,Consumer Non-Durables,Telecommunications Equipment
ENSG,The Ensign Group Inc. Common Stock,United States,2007,46674,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,2013,21144,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ENTG,Entegris Inc. Common Stock,United States,2000,397046,Technology,Semiconductors
ENV,Envestnet Inc Common Stock,United States,2010,59238,Technology,EDP Services
ENVA,Enova International Inc. Common Stock,United States,2014,121765,Finance,Finance: Consumer Services
EOG,EOG Resources Inc. Common Stock,United States,,1478715,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,United States,2004,26561,,
EOLS,Evolus Inc. Common Stock,United States,2018,109973,Consumer Durables,Specialty Chemicals
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,,139287,Technology,Electronic Components
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,United States,2009,3632,,
EPAC,Enerpac Tool Group Corp. Common Stock,United States,,15259,Capital Goods,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,United States,2012,176987,Technology,EDP Services
EPAY,Bottomline Technologies Inc. Common Stock,United States,1999,37032,Technology,EDP Services
EPD,Enterprise Products Partners L.P. Common Stock,United States,,2396452,Public Utilities,Natural Gas Distribution
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock,United States,2021,6253,,
EPR,EPR Properties Common Stock,United States,1997,189547,Consumer Services,Real Estate Investment Trusts
EPRT,Essential Properties Realty Trust Inc. Common Stock,United States,2018,177922,Consumer Services,Real Estate Investment Trusts
EPZM,Epizyme Inc. Common Stock,United States,2013,262962,Health Care,Major Pharmaceuticals
EQBK,Equity Bancshares Inc. Class A Common Stock,United States,2015,1054,Finance,Finance: Consumer Services
EQC,Equity Commonwealth Common Shares of Beneficial Interest,United States,,511002,Consumer Services,Real Estate Investment Trusts
EQD,Equity Distribution Acquisition Corp. Class A Common Stock,United States,2020,21791,,
EQH,Equitable Holdings Inc. Common Stock,United States,2018,696260,,
EQIX,Equinix Inc. Common Stock REIT,United States,2000,69679,Consumer Services,Real Estate Investment Trusts
EQR,Equity Residential Common Shares of Beneficial Interest,United States,,324018,Consumer Services,Real Estate Investment Trusts
EQT,EQT Corporation Common Stock,United States,,1028063,Energy,Oil & Gas Production
ERC,Wells Fargo Multi-Sector Income Fund Common Stock no par value,United States,2003,28925,,
ERES,East Resources Acquisition Company Class A Common Stock,United States,2020,5530,,
ERIE,Erie Indemnity Company Class A Common Stock,United States,,8641,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,United States,2008,356126,Technology,Industrial Machinery/Components
ES,Eversource Energy (D/B/A) Common Stock,United States,,477932,Public Utilities,Electric Utilities: Central
ESCA,Escalade Incorporated Common Stock,United States,,11526,Consumer Non-Durables,Recreational Products/Toys
ESE,ESCO Technologies Inc. Common Stock,United States,,8585,Capital Goods,Telecommunications Equipment
ESI,Element Solutions Inc. Common Stock,United States,2014,347132,Basic Industries,Industrial Specialties
ESPR,Esperion Therapeutics Inc. Common Stock,United States,2013,284077,Health Care,Major Pharmaceuticals
ESRT,Empire State Realty Trust Inc. Class A Common Stock,United States,2013,169012,Consumer Services,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,United States,1994,53926,Consumer Services,Real Estate Investment Trusts
ESTC,Elastic N.V. Ordinary Shares,United States,2018,409905,Technology,Computer Software: Prepackaged Software
ESTE,Earthstone Energy Inc. Class A Common Stock,United States,,54355,Energy,Oil & Gas Production
ET,Energy Transfer LP Common Units ,United States,,6750075,Public Utilities,Natural Gas Distribution
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,United States,2020,122710,,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,United States,2005,15839,,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,United States,2004,51560,,
ETH,Ethan Allen Interiors Inc. Common Stock,United States,1993,185841,Consumer Durables,Home Furnishings
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2007,112685,,
ETNB,89bio Inc. Common Stock,United States,2019,13604,Health Care,Major Pharmaceuticals
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,United States,2004,40132,,
ETR,Entergy Corporation Common Stock,United States,,252372,Public Utilities,Electric Utilities: Central
ETSY,Etsy Inc. Common Stock,United States,2015,1296595,Consumer Services,Catalog/Specialty Distribution
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,United States,2005,173062,,
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,United States,2005,137424,,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2006,105295,,
EVA,Enviva Partners LP Common units representing limited partner interests,United States,2015,11640,,
EVBG,Everbridge Inc. Common Stock,United States,2016,906772,Technology,Retail: Computer Software & Peripheral Equipment
EVC,Entravision Communications Corporation Common Stock,United States,2000,106970,Consumer Services,Broadcasting
EVER,EverQuote Inc. Class A Common Stock,United States,2018,111694,Technology,EDP Services
EVH,Evolent Health Inc Class A Common Stock,United States,2015,118375,Health Care,Managed Health Care
EVI,EVI Industries Inc.  Common Stock,United States,,7943,Capital Goods,Industrial Machinery/Components
EVLO,Evelo Biosciences Inc. Common Stock,United States,2018,13230,Consumer Durables,Specialty Chemicals
EVN,Eaton Vance Municipal Income Trust Common Stock,United States,1999,10149,,
EVOP,EVO Payments Inc. Class A Common Stock,United States,2018,69431,Technology,EDP Services
EVR,Evercore Inc. Class A Common Stock,United States,2006,66994,Finance,Investment Managers
EVRI,Everi Holdings Inc. Common Stock,United States,,229599,Consumer Services,Recreational Products/Toys
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States,2003,59829,,
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,United States,2003,115335,,
EW,Edwards Lifesciences Corporation Common Stock,United States,,468045,Health Care,Industrial Specialties
EWBC,East West Bancorp Inc. Common Stock,United States,,117884,Finance,Commercial Banks
EWTX,Edgewise Therapeutics Inc. Common Stock,United States,2021,25359,Health Care,Major Pharmaceuticals
EXAS,Exact Sciences Corporation Common Stock,United States,2001,913762,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation Common Stock,United States,,1362671,Public Utilities,Power Generation
EXEL,Exelixis Inc. Common Stock,United States,2000,695923,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2007,299878,,
EXLS,ExlService Holdings Inc. Common Stock,United States,2006,20412,Technology,Retail: Computer Software & Peripheral Equipment
EXP,Eagle Materials Inc Common Stock,United States,,114931,Capital Goods,Building Materials
EXPD,Expeditors International of Washington Inc. Common Stock,United States,,326629,Transportation,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,United States,,1251092,Transportation,Other Consumer Services
EXPI,eXp World Holdings Inc. Common Stock,United States,,822864,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,United States,,24768,Consumer Services,Professional Services
EXR,Extra Space Storage Inc Common Stock,United States,2004,114450,Consumer Services,Real Estate Investment Trusts
EXTR,Extreme Networks Inc. Common Stock,United States,1999,453181,Capital Goods,Telecommunications Equipment
EYE,National Vision Holdings Inc. Common Stock,United States,2017,322717,Health Care,Ophthalmic Goods
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States,1991,119709,Miscellaneous,Diversified Commercial Services
F,Ford Motor Company Common Stock,United States,,23146833,Capital Goods,Auto Manufacturing
FAF,First American Corporation (New) Common Stock,United States,,219577,Finance,Specialty Insurers
FANG,Diamondback Energy Inc. Commmon Stock,United States,2012,969457,Energy,Oil & Gas Production
FARO,FARO Technologies Inc. Common Stock,United States,1997,8106,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,United States,1987,951418,,
FATE,Fate Therapeutics Inc. Common Stock,United States,2013,396950,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FAX,Aberdeen Asia-Pacific Income Fund Inc Common Stock,United States,1986,92581,,
FB,Facebook Inc. Class A Common Stock,United States,2012,7736166,Technology,Internet and Information Services
FBC,Flagstar Bancorp Inc. Common Stock,United States,,73758,Finance,Savings Institutions
FBHS,Fortune Brands Home & Security Inc. Common Stock,United States,,291314,Consumer Durables,Building Products
FBIO,Fortress Biotech Inc. Common Stock,United States,,327328,Health Care,Major Pharmaceuticals
FBK,FB Financial Corporation Common Stock,United States,2016,12192,Finance,Major Banks
FBMS,First Bancshares Inc.,United States,,6654,Finance,Major Banks
FBNC,First Bancorp Common Stock,United States,1987,7334,Finance,Major Banks
FBRX,Forte Biosciences Inc. Common Stock,United States,2017,24431,Health Care,Major Pharmaceuticals
FC,Franklin Covey Company Common Stock,United States,,8412,Consumer Services,Professional Services
FCAC,Falcon Capital Acquisition Corp. Class A Common Stock,United States,2020,72199,,
FCBC,First Community Bankshares Inc. (VA) Common Stock,United States,,8340,Finance,Major Banks
FCBP,First Choice Bancorp Common Stock,United States,,7064,,
FCEL,FuelCell Energy Inc. Common Stock,United States,,17337708,Public Utilities,Electric Utilities: Central
FCF,First Commonwealth Financial Corporation Common Stock,United States,,53720,Finance,Major Banks
FCFS,FirstCash Inc. Common Stock,United States,1991,40096,Miscellaneous,Diversified Commercial Services
FCN,FTI Consulting Inc. Common Stock,United States,,11657,Consumer Services,Professional Services
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States,,9695,Finance,Major Banks
FCPT,Four Corners Property Trust Inc. Common Stock,United States,2015,101909,Consumer Services,Real Estate Investment Trusts
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,United States,2004,35581,Finance,Finance Companies
FCX,Freeport-McMoRan Inc. Common Stock,United States,,13746888,Basic Industries,Precious Metals
FDMT,4D Molecular Therapeutics Inc. Common Stock,United States,2020,10761,Health Care,Major Pharmaceuticals
FDS,FactSet Research Systems Inc. Common Stock,United States,1996,24461,Technology,Advertising
FDUS,Fidus Investment Corporation Common Stock,United States,2011,70966,Finance,Finance/Investors Services
FDX,FedEx Corporation Common Stock,United States,,664720,Transportation,Air Freight/Delivery Services
FE,FirstEnergy Corp. Common Stock,United States,,1124980,Public Utilities,Electric Utilities: Central
FELE,Franklin Electric Co. Inc. Common Stock,United States,,13554,Consumer Durables,Metal Fabrications
FEYE,FireEye Inc. Common Stock,United States,2013,1280345,Technology,Computer Software: Prepackaged Software
FF,FutureFuel Corp.  Common shares,United States,,678256,Basic Industries,Major Chemicals
FFA,First Trust Enhanced Equity Income Fund,United States,2004,6127,,
FFBC,First Financial Bancorp. Common Stock,United States,,67001,Finance,Major Banks
FFG,FBL Financial Group Inc. Common Stock,United States,1996,5417,Finance,Specialty Insurers
FFIC,Flushing Financial Corporation Common Stock,United States,,21319,Finance,Major Banks
FFIN,First Financial Bankshares Inc. Common Stock,United States,,97416,Finance,Major Banks
FFIV,F5 Networks Inc. Common Stock,United States,1999,85543,Technology,EDP Services
FFWM,First Foundation Inc. Common Stock,United States,,37194,Finance,Major Banks
